Waypoint명,LATITUDE,LONGITUDE,Type,FIR(GIS계산),FIR_Name
KTH,N39-06-24.40,E030-08-05.17,NAV,LTBB-W78,POINT (30.134769444444444 39.10677777777778)
KTH,N39-06-24.40,E030-08-05.17,NAV,LTXX,POINT (30.134769444444444 39.10677777777778)
KTL,N61-14-17.99,E046-42-47.99,NAV,ULLL,POINT (46.71333055555556 61.23833055555556)
KTL,N61-14-17.99,E046-42-47.99,NAV,ULLL-KT,POINT (46.71333055555556 61.23833055555556)
KTL,N61-14-17.99,E046-42-47.99,NAV,ULLL-WK,POINT (46.71333055555556 61.23833055555556)
KTM,N27-40-25.02,E085-20-55.03,NAV,VNSM,POINT (85.34861944444444 27.673616666666668)
KTM,N15-33-57.90,E032-33-12.13,NAV,HSSS,POINT (32.55336944444444 15.566083333333333)
KTN,N52-01-27.78,E113-18-28.68,NAV,UIII,POINT (113.30796666666666 52.02438333333333)
KTN,N52-01-27.78,E113-18-28.68,NAV,UIII-E,POINT (113.30796666666666 52.02438333333333)
KTN,N34-12-47.85,E037-15-51.15,NAV,OSTT,POINT (37.264208333333336 34.21329166666667)
KTS,N42-10-32.59,E042-29-05.27,NAV,UGGG,POINT (42.48479722222222 42.17571944444444)
KTU,N53-21-02.69,E069-37-01.10,NAV,UACN,POINT (69.61697222222222 53.350747222222225)
KU,N53-41-06.98,E119-42-35.97,NDB,UIII,POINT (119.70999166666667 53.68527222222222)
KU,N53-41-06.98,E119-42-35.97,NDB,UIII-E,POINT (119.70999166666667 53.68527222222222)
KU,N09-10-09.76,W010-07-18.55,NDB,GLRB,POINT (-10.121819444444444 9.169377777777777)
KU,S15-46-31.68,E128-42-31.38,NAV,YKIY,POINT (128.70871666666665 -15.775466666666668)
KU,S15-46-31.68,E128-42-31.38,NAV,YTRT,POINT (128.70871666666665 -15.775466666666668)
KUA,N29-14-57.00,E047-57-17.00,NAV,OKAC,POINT (47.95472222222222 29.249166666666667)
KUA,N10-35-45.80,E007-26-50.87,NAV,DNKK,POINT (7.4474638888888895 10.596055555555557)
KUA,N10-35-45.80,E007-26-50.87,NAV,DNKK-W,POINT (7.4474638888888895 10.596055555555557)
KUE,N32-50-05.31,E130-50-29.49,NAV,RJBG,POINT (130.84152500000002 32.834808333333335)
KUE,N32-50-05.31,E130-50-29.49,NAV,RJBG-N,POINT (130.84152500000002 32.834808333333335)
KUE,N32-50-05.31,E130-50-29.49,NAV,RJBG-W,POINT (130.84152500000002 32.834808333333335)
KUE,N32-50-05.31,E130-50-29.49,NAV,RJDG,POINT (130.84152500000002 32.834808333333335)
KUE,N32-50-05.31,E130-50-29.49,NAV,RJDG-C,POINT (130.84152500000002 32.834808333333335)
KUE,N32-50-05.31,E130-50-29.49,NAV,RJDG-W,POINT (130.84152500000002 32.834808333333335)
KUS,N31-58-54.02,E080-07-35.98,NAV,ZWUQ,POINT (80.1266611111111 31.98167222222222)
KUS,N31-58-54.02,E080-07-35.98,NAV,ZWWW-S,POINT (80.1266611111111 31.98167222222222)
KUZ,N35-54-37.29,E126-36-40.97,NAV,RKRR,POINT (126.61138055555556 35.910358333333335)
KUZ,N35-54-37.29,E126-36-40.97,NAV,RKRR-N,POINT (126.61138055555556 35.910358333333335)
KV,S03-25-40.38,E037-06-23.77,NAV,HTDC,POINT (37.10660277777778 -3.4278833333333334)
KVB,N63-07-05.26,E007-48-37.90,NAV,ENBD,POINT (7.810527777777778 63.11812777777778)
KVB,N63-07-05.26,E007-48-37.90,NAV,ENBD-C,POINT (7.810527777777778 63.11812777777778)
KVB,N63-07-05.26,E007-48-37.90,NAV,ENBD-S,POINT (7.810527777777778 63.11812777777778)
KVB,N63-07-05.26,E007-48-37.90,NAV,ENOR,POINT (7.810527777777778 63.11812777777778)
KVB,N63-07-05.26,E007-48-37.90,NAV,ENOR-SC,POINT (7.810527777777778 63.11812777777778)
KVG,S02-35-07.41,E150-48-49.72,NAV,AYPM,POINT (150.81381111111114 -2.5853916666666668)
KVR,N48-03-03.61,E033-12-43.71,NAV,UKDV,POINT (33.21214166666667 48.051002777777775)
KVR,N48-03-03.61,E033-12-43.71,NAV,UKR,POINT (33.21214166666667 48.051002777777775)
KWA,N35-07-34.20,E126-48-44.01,NAV,RKRR,POINT (126.812225 35.12616666666667)
KWA,N35-07-34.20,E126-48-44.01,NAV,RKRR-N,POINT (126.812225 35.12616666666667)
KWE,N26-31-24.01,E106-47-42.02,NAV,ZPKM,POINT (106.79500555555555 26.52333611111111)
KWE,N26-31-24.01,E106-47-42.02,NAV,ZUGY,POINT (106.79500555555555 26.52333611111111)
KWE,N26-31-24.01,E106-47-42.02,NAV,ZUUU,POINT (106.79500555555555 26.52333611111111)
KWJ,N35-07-23.00,E126-48-10.02,NAV,RKRR,POINT (126.80278333333332 35.12305555555555)
KWJ,N35-07-23.00,E126-48-10.02,NAV,RKRR-N,POINT (126.80278333333332 35.12305555555555)
KWZ,S10-45-45.78,E025-29-18.97,NDB,FZZA,POINT (25.48860277777778 -10.762716666666666)
KXC,N26-22-18.71,E126-43-19.41,NAV,RJDG,POINT (126.72205833333334 26.37186388888889)
KXC,N26-22-18.71,E126-43-19.41,NAV,RJDG-S,POINT (126.72205833333334 26.37186388888889)
KY,N41-42-18.01,E123-44-48.03,NDB,ZYSH,POINT (123.746675 41.70500277777778)
KY,N41-42-18.01,E123-44-48.03,NDB,ZYTX,POINT (123.746675 41.70500277777778)
KYU,N42-37-54.03,E124-00-24.04,NAV,ZYSH,POINT (124.00667777777778 42.631675)
KYU,N42-37-54.03,E124-00-24.04,NAV,ZYTX,POINT (124.00667777777778 42.631675)
KYV,S28-47-59.82,E024-45-37.34,NAV,FAJA,POINT (24.760372222222223 -28.799950000000003)
KYV,S28-47-59.82,E024-45-37.34,NAV,FAJA-C,POINT (24.760372222222223 -28.799950000000003)
KYV,S28-47-59.82,E024-45-37.34,NAV,FAJA-S,POINT (24.760372222222223 -28.799950000000003)
KYV,S28-47-59.82,E024-45-37.34,NAV,FASA,POINT (24.760372222222223 -28.799950000000003)
KZ,N56-20-18.03,E078-21-25.98,NDB,UNNT,POINT (78.35721666666666 56.33834166666667)
KZ,N56-20-18.03,E078-21-25.98,NDB,UNNT-C,POINT (78.35721666666666 56.33834166666667)
KZ,N56-20-18.03,E078-21-25.98,NDB,UNNT-E,POINT (78.35721666666666 56.33834166666667)
KZ,N43-50-04.99,E046-42-50.00,NDB,URRV,POINT (46.71388888888889 43.834719444444445)
KZL,N51-35-37.03,E094-12-33.82,NAV,UNKL,POINT (94.20939444444444 51.59361944444445)
KZL,N51-35-37.03,E094-12-33.82,NAV,UNKL-S,POINT (94.20939444444444 51.59361944444445)
KZL,N51-35-37.03,E094-12-33.82,NAV,UNKL-S1,POINT (94.20939444444444 51.59361944444445)
KZO,N44-41-44.94,E065-33-49.33,NAV,UAII,POINT (65.56370277777778 44.695816666666666)
LA,N31-31-09.65,E074-24-00.05,NAV,OPLR,POINT (74.40001388888889 31.519347222222223)
LA,N65-35-03.02,W171-00-26.99,NDB,UHMM,POINT (-171.0074972222222 65.58417222222222)
LA,N65-35-03.02,W171-00-26.99,NDB,UHMM-N1,POINT (-171.0074972222222 65.58417222222222)
LA,N43-54-36.98,E039-20-15.98,NDB,URRV,POINT (39.33777222222223 43.91027222222222)
LA,N39-29-13.93,E054-20-20.33,NDB,UTAK,POINT (54.33898055555556 39.48720277777778)
LAA,N38-11-49.49,W102-41-15.13,NAV,KZDV,POINT (-102.68753611111111 38.19708055555555)
LAA,N51-36-06.08,E006-10-21.75,NDB,EDGG,POINT (6.1727083333333335 51.60168888888889)
LAA,N51-36-06.08,E006-10-21.75,NDB,EDGG-N,POINT (6.1727083333333335 51.60168888888889)
LAA,N51-36-06.08,E006-10-21.75,NDB,EDGG-KL,POINT (6.1727083333333335 51.60168888888889)
LAA,N51-36-06.08,E006-10-21.75,NDB,EDXX,POINT (6.1727083333333335 51.60168888888889)
LAB,N32-46-41.07,E022-01-12.74,NDB,HLLL,POINT (22.020205555555556 32.778075)
LAG,N06-42-27.37,E003-19-38.79,NAV,DNKK,POINT (3.3274416666666666 6.707602777777778)
LAG,N06-42-27.37,E003-19-38.79,NAV,DNMM,POINT (3.3274416666666666 6.707602777777778)
LAL,N27-59-10.29,W082-00-50.06,NAV,KZMA,POINT (-82.01390555555555 27.986191666666667)
LAL,N27-59-10.29,W082-00-50.06,NAV,KZMA-N,POINT (-82.01390555555555 27.986191666666667)
LAM,N27-22-22.16,E053-11-02.32,NAV,OIIX,POINT (53.18397777777778 27.372822222222222)
LAM,N27-22-22.16,E053-11-02.32,NAV,TEH-4E,POINT (53.18397777777778 27.372822222222222)
LAM,N27-22-22.16,E053-11-02.32,NAV,TEH-4,POINT (53.18397777777778 27.372822222222222)
LAM,N27-22-22.16,E053-11-02.32,NAV,TEH-W,POINT (53.18397777777778 27.372822222222222)
LAM,N27-22-22.16,E053-11-02.32,NAV,TEH-S,POINT (53.18397777777778 27.372822222222222)
LAM,N51-38-45.67,E000-09-06.14,NAV,EGTL,POINT (0.1517055555555555 51.64601944444444)
LAM,N51-38-45.67,E000-09-06.14,NAV,EGTL-N,POINT (0.1517055555555555 51.64601944444444)
LAM,N51-38-45.67,E000-09-06.14,NAV,EGTT,POINT (0.1517055555555555 51.64601944444444)
LAM,N51-38-45.67,E000-09-06.14,NAV,EGTT-D,POINT (0.1517055555555555 51.64601944444444)
LAM,N51-38-45.67,E000-09-06.14,NAV,EGTT-S,POINT (0.1517055555555555 51.64601944444444)
LAM,N51-38-45.67,E000-09-06.14,NAV,EGTT-SC,POINT (0.1517055555555555 51.64601944444444)
LAM,N51-38-45.67,E000-09-06.14,NAV,EGVV,POINT (0.1517055555555555 51.64601944444444)
LAO,N18-10-43.72,E120-31-44.59,NAV,RPHI,POINT (120.52905277777778 18.178811111111113)
LAO,N18-10-43.72,E120-31-44.59,NAV,RPHI-N,POINT (120.52905277777778 18.178811111111113)
LAO,N18-10-43.72,E120-31-44.59,NAV,RPHI-NW,POINT (120.52905277777778 18.178811111111113)
LAP,N24-05-08.14,W110-21-31.15,NAV,MMFR,POINT (-110.35865277777778 24.085594444444443)
LAP,N24-05-08.14,W110-21-31.15,NAV,MMZT,POINT (-110.35865277777778 24.085594444444443)
LAP,S13-15-53.01,W043-24-29.00,NAV,SBRE,POINT (-43.408055555555556 -13.264725)
LAP,S13-15-53.01,W043-24-29.00,NAV,SBRE-NW,POINT (-43.408055555555556 -13.264725)
LAP,S13-15-53.01,W043-24-29.00,NAV,SBRE-SW,POINT (-43.408055555555556 -13.264725)
LAP,S13-15-53.01,W043-24-29.00,NAV,SBRE-W,POINT (-43.408055555555556 -13.264725)
LAR,N27-40-30.74,E054-24-54.71,NAV,OIIX,POINT (54.41519722222222 27.675205555555557)
LAR,N27-40-30.74,E054-24-54.71,NAV,TEH-4E,POINT (54.41519722222222 27.675205555555557)
LAR,N27-40-30.74,E054-24-54.71,NAV,TEH-4,POINT (54.41519722222222 27.675205555555557)
LAR,N27-40-30.74,E054-24-54.71,NAV,TEH-W,POINT (54.41519722222222 27.675205555555557)
LAR,N27-40-30.74,E054-24-54.71,NAV,TEH-S,POINT (54.41519722222222 27.675205555555557)
LAR,N41-20-16.15,W105-43-15.39,NAV,KZDV,POINT (-105.72094166666668 41.33781944444445)
LAR,S29-23-19.04,W066-48-12.77,NAV,SACF,POINT (-66.80354722222222 -29.38862222222222)
LAS,N36-04-46.93,W115-09-35.31,NAV,KZLA,POINT (-115.15980833333334 36.07970277777778)
LAT,N41-32-27.99,E012-55-05.00,NAV,LIRR,POINT (12.918055555555554 41.541108333333334)
LAT,N41-32-27.99,E012-55-05.00,NAV,LIRR-US2,POINT (12.918055555555554 41.541108333333334)
LAV,N00-06-07.78,W076-51-21.82,NAV,SEFG,POINT (-76.8560611111111 0.1021611111111111)
LAX,N33-55-59.31,W118-25-55.26,NAV,KZLA,POINT (-118.43201666666667 33.933141666666664)
LAY,N27-08-34.38,W013-13-04.69,NAV,GCCO,POINT (-13.217969444444444 27.142883333333334)
LB,N11-19-33.84,W012-17-12.68,NDB,GLRB,POINT (-12.286855555555556 11.326066666666666)
LBA,N38-54-49.64,E063-35-21.54,NAV,UTAV,POINT (63.58931666666667 38.91378888888889)
LBB,N33-42-17.86,W101-54-50.43,NAV,KZFW,POINT (-101.91400833333334 33.70496111111111)
LBF,N41-02-55.31,W100-44-49.55,NAV,KZDV,POINT (-100.74709722222222 41.04869722222222)
LBN,N23-45-48.03,E109-08-47.97,NAV,ZGNN,POINT (109.14665833333333 23.763341666666665)
LBN,N23-45-48.03,E109-08-47.97,NAV,ZGZU,POINT (109.14665833333333 23.763341666666665)
LBN,N55-18-25.12,E061-31-03.52,NAV,USSV,POINT (61.51764444444444 55.306977777777774)
LBN,N55-18-25.12,E061-31-03.52,NAV,USSV-C,POINT (61.51764444444444 55.306977777777774)
LBN,N55-18-25.12,E061-31-03.52,NAV,USSV-E,POINT (61.51764444444444 55.306977777777774)
LBR,N27-17-36.96,E094-05-52.52,NAV,VECF,POINT (94.09792222222222 27.2936)
LBR,N27-17-36.96,E094-05-52.52,NAV,VECF-UAC,POINT (94.09792222222222 27.2936)
LBR,N27-17-36.96,E094-05-52.52,NAV,VECF-UGT,POINT (94.09792222222222 27.2936)
LBR,N27-17-36.96,E094-05-52.52,NAV,VEGF,POINT (94.09792222222222 27.2936)
LBU,N48-54-46.72,E009-20-24.81,NAV,EDGG,POINT (9.340225 48.912977777777776)
LBU,N48-54-46.72,E009-20-24.81,NAV,EDGG-S,POINT (9.340225 48.912977777777776)
LBU,N48-54-46.72,E009-20-24.81,NAV,EDGG-BAD,POINT (9.340225 48.912977777777776)
LBU,N48-54-46.72,E009-20-24.81,NAV,EDGG-CS,POINT (9.340225 48.912977777777776)
LBU,N48-54-46.72,E009-20-24.81,NAV,EDXX,POINT (9.340225 48.912977777777776)
LBY,N31-25-07.28,W089-20-15.37,NAV,KZHU,POINT (-89.33760277777778 31.41868888888889)
LC,N62-55-23.01,E152-25-25.99,NDB,UHMM,POINT (152.4238861111111 62.92305833333333)
LC,N62-55-23.01,E152-25-25.99,NDB,UHMM-N,POINT (152.4238861111111 62.92305833333333)
LC,N39-59-53.97,E119-47-06.03,NDB,ZYSH,POINT (119.78500833333334 39.998325)
LC,N39-59-53.97,E119-47-06.03,NDB,ZYTX,POINT (119.78500833333334 39.998325)
LCA,N34-52-22.29,E033-37-32.12,NAV,LCCC,POINT (33.62558888888889 34.87285833333333)
LCA,N34-52-22.29,E033-37-32.12,NAV,LCCC-E,POINT (33.62558888888889 34.87285833333333)
LCE,N07-49-08.03,W076-43-20.02,NAV,SKED,POINT (-76.72222777777777 7.818897222222222)
LCE,N07-49-08.03,W076-43-20.02,NAV,SKMD,POINT (-76.72222777777777 7.818897222222222)
LCH,N30-08-29.42,W093-06-20.05,NAV,KZHU,POINT (-93.10556944444444 30.141505555555554)
LCU,N41-21-46.61,W113-50-26.20,NAV,KZLC,POINT (-113.8406111111111 41.362947222222225)
LCZ,N34-27-06.00,E108-47-36.01,NAV,ZLHW,POINT (108.7933361111111 34.45166666666667)
LCZ,N34-27-06.00,E108-47-36.01,NAV,ZLXY,POINT (108.7933361111111 34.45166666666667)
LDN,N38-51-15.82,W078-12-20.07,NAV,KZDC,POINT (-78.205575 38.854394444444445)
LDS,S34-51-29.92,W055-05-30.17,NAV,SUEO,POINT (-55.09171388888889 -34.858311111111114)
LEC,S30-35-55.34,E138-26-32.14,NDB,YASP,POINT (138.44226111111112 -30.598705555555554)
LEC,S30-35-55.34,E138-26-32.14,NDB,YWRA,POINT (138.44226111111112 -30.598705555555554)
LEH,N34-07-57.48,E077-32-30.26,NAV,VIDF,POINT (77.54173888888889 34.13263333333333)
LEH,N34-07-57.48,E077-32-30.26,NAV,VIUX,POINT (77.54173888888889 34.13263333333333)
LEN,N26-32-10.12,E054-51-04.23,NAV,OIIX,POINT (54.851175000000005 26.536144444444446)
LEN,N26-32-10.12,E054-51-04.23,NAV,TEH-4S,POINT (54.851175000000005 26.536144444444446)
LEN,N26-32-10.12,E054-51-04.23,NAV,TEH-4,POINT (54.851175000000005 26.536144444444446)
LEN,N26-32-10.12,E054-51-04.23,NAV,TEH-W,POINT (54.851175000000005 26.536144444444446)
LEN,N26-32-10.12,E054-51-04.23,NAV,TEH-S,POINT (54.851175000000005 26.536144444444446)
LEO,S28-52-43.86,E121-19-13.02,NDB,YMZI,POINT (121.32028333333334 -28.87885)
LEO,S28-52-43.86,E121-19-13.02,NDB,YOLW,POINT (121.32028333333334 -28.87885)
LEP,N56-30-45.97,E021-05-05.13,NAV,EVRR,POINT (21.084758333333333 56.512769444444444)
LET,S04-11-16.03,W069-56-21.97,NAV,SKED,POINT (-69.93943611111112 -4.187786111111111)
LEV,N29-10-30.81,W090-06-14.50,NAV,KZHU,POINT (-90.10402777777777 29.175225)
LFA,N08-14-30.58,W072-16-11.84,NAV,SVZM,POINT (-72.26995555555555 8.241827777777777)
LFK,N31-09-44.79,W094-43-00.57,NAV,KZHU,POINT (-94.716825 31.162441666666666)
LFT,N30-11-37.75,W091-59-33.29,NAV,KZHU,POINT (-91.99258055555556 30.193819444444443)
LFV,N42-01-01.89,W070-02-14.07,NAV,KZBW,POINT (-70.03724166666666 42.01719166666667)
LGA,N40-47-01.38,W073-52-06.94,NAV,KZNY,POINT (-73.86859444444444 40.78371666666666)
LGC,N33-02-56.86,W085-12-22.42,NAV,KZTL,POINT (-85.20622777777778 33.04912777777778)
LGI,N08-37-03.49,W013-11-29.44,NAV,GLRB,POINT (-13.191511111111112 8.617636111111112)
LGL,N48-47-26.18,E000-31-49.02,NAV,LFFF,POINT (0.5302833333333334 48.79060555555555)
LGL,N48-47-26.18,E000-31-49.02,NAV,LFFF-OPKZ,POINT (0.5302833333333334 48.79060555555555)
LGL,N48-47-26.18,E000-31-49.02,NAV,LFFF-RPAW,POINT (0.5302833333333334 48.79060555555555)
LGL,N48-47-26.18,E000-31-49.02,NAV,LFRR,POINT (0.5302833333333334 48.79060555555555)
LGL,N48-47-26.18,E000-31-49.02,NAV,LFRR-E,POINT (0.5302833333333334 48.79060555555555)
LH,N21-08-05.97,E110-20-00.00,NDB,ZGNN,POINT (110.33333333333333 21.134991666666668)
LH,N21-08-05.97,E110-20-00.00,NDB,ZGZU,POINT (110.33333333333333 21.134991666666668)
LH,N21-08-05.97,E110-20-00.00,NDB,ZJSA,POINT (110.33333333333333 21.134991666666668)
LH,N21-08-05.97,E110-20-00.00,NDB,ZJSY-L,POINT (110.33333333333333 21.134991666666668)
LHD,N05-01-29.08,E118-20-10.81,NDB,WBFC,POINT (118.33633611111111 5.024744444444444)
LHI,S31-31-44.10,E159-04-22.64,NDB,YHWE,POINT (159.07295555555555 -31.528916666666667)
LHI,S31-31-44.10,E159-04-22.64,NDB,YTSN,POINT (159.07295555555555 -31.528916666666667)
LHR,S12-47-18.96,E143-18-13.52,NDB,YARA,POINT (143.30375555555557 -12.7886)
LHR,S12-47-18.96,E143-18-13.52,NDB,YISA,POINT (143.30375555555557 -12.7886)
LHS,N34-40-58.73,W118-34-36.99,NAV,KZLA,POINT (-118.57694166666666 34.68298055555555)
LHT,N43-24-48.00,E112-07-35.97,NAV,ZBAA,POINT (112.12665833333332 43.413333333333334)
LHT,N43-24-48.00,E112-07-35.97,NAV,ZBAA-N,POINT (112.12665833333332 43.413333333333334)
LHT,N43-24-48.00,E112-07-35.97,NAV,ZBHH,POINT (112.12665833333332 43.413333333333334)
LHT,N43-24-48.00,E112-07-35.97,NAV,ZBPE,POINT (112.12665833333332 43.413333333333334)
LIB,N03-38-00.03,E018-38-00.00,NDB,FZZA,POINT (18.633333333333333 3.6333416666666665)
LIB,N10-35-39.08,W085-32-46.87,NAV,MHCC,POINT (-85.54635277777777 10.594188888888889)
LIB,N35-48-41.87,W079-36-45.35,NAV,KZDC,POINT (-79.61259722222222 35.81163055555555)
LIG,N27-38-54.02,E113-31-00.00,NAV,ZGGG,POINT (113.51666666666667 27.648338888888887)
LIG,N27-38-54.02,E113-31-00.00,NAV,ZGHA,POINT (113.51666666666667 27.648338888888887)
LIG,N27-38-54.02,E113-31-00.00,NAV,ZGZU,POINT (113.51666666666667 27.648338888888887)
LIH,N21-57-54.99,W159-20-17.19,NAV,KZAK,POINT (-159.33810833333334 21.965275)
LIH,N21-57-54.99,W159-20-17.19,NAV,PHZH,POINT (-159.33810833333334 21.965275)
LIN,N29-21-11.96,E111-38-53.96,NAV,ZGGG,POINT (111.64832222222223 29.353322222222225)
LIN,N29-21-11.96,E111-38-53.96,NAV,ZGHA,POINT (111.64832222222223 29.353322222222225)
LIN,N29-21-11.96,E111-38-53.96,NAV,ZGZU,POINT (111.64832222222223 29.353322222222225)
LIN,N38-04-28.49,W121-00-13.93,NAV,KZOA,POINT (-121.00386944444445 38.074580555555556)
LIO,N09-57-47.31,W083-01-37.85,NAV,MHCC,POINT (-83.02718055555556 9.963141666666665)
LIS,N02-10-14.37,E021-29-48.60,NDB,FZZA,POINT (21.496833333333335 2.1706583333333334)
LIS,N38-53-15.94,W009-09-46.12,NAV,LPPC,POINT (-9.162811111111111 38.88776111111111)
LIS,N38-53-15.94,W009-09-46.12,NAV,LPPC-C,POINT (-9.162811111111111 38.88776111111111)
LIS,N38-53-15.94,W009-09-46.12,NAV,LPPC-E,POINT (-9.162811111111111 38.88776111111111)
LIT,N34-48-36.34,W092-09-07.47,NAV,KZME,POINT (-92.15207500000001 34.810094444444445)
LIV,S25-56-56.16,E027-54-48.88,NAV,FAJA,POINT (27.913577777777775 -25.948933333333333)
LIV,S25-56-56.16,E027-54-48.88,NAV,FAJA-N,POINT (27.913577777777775 -25.948933333333333)
LIV,S25-56-56.16,E027-54-48.88,NAV,FAJA-NW,POINT (27.913577777777775 -25.948933333333333)
LIV,S25-56-56.16,E027-54-48.88,NAV,FASA,POINT (27.913577777777775 -25.948933333333333)
LIV,N49-48-43.01,E023-57-05.03,NAV,UKLV,POINT (23.951397222222223 49.81194722222222)
LIV,N49-48-43.01,E023-57-05.03,NAV,UKR,POINT (23.951397222222223 49.81194722222222)
LJA,S03-25-00.00,E023-27-00.00,NDB,FZZA,POINT (23.45 -3.4166666666666665)
LJA,N26-46-24.02,E100-16-24.00,NAV,ZPKM,POINT (100.27333333333333 26.773338888888887)
LJA,N26-46-24.02,E100-16-24.00,NAV,ZPPP,POINT (100.27333333333333 26.773338888888887)
LJB,N43-46-23.99,E125-51-06.02,NAV,ZYHB,POINT (125.85167222222222 43.77333055555555)
LJB,N43-46-23.99,E125-51-06.02,NAV,ZYSH,POINT (125.85167222222222 43.77333055555555)
LJG,N26-13-12.03,E119-32-53.99,NAV,ZSAM,POINT (119.54833055555555 26.220008333333332)
LJG,N26-13-12.03,E119-32-53.99,NAV,ZSHA,POINT (119.54833055555555 26.220008333333332)
LJG,N26-13-12.03,E119-32-53.99,NAV,ZSSS,POINT (119.54833055555555 26.220008333333332)
LJG,N26-13-12.03,E119-32-53.99,NAV,ZSSS-S,POINT (119.54833055555555 26.220008333333332)
LK,N19-41-25.66,E097-12-47.79,NDB,VYYF,POINT (97.213275 19.690461111111112)
LKA,N28-11-20.43,E074-06-40.69,NAV,VIDF,POINT (74.11130277777777 28.189008333333334)
LKA,N28-11-20.43,E074-06-40.69,NAV,VIDF-LD3,POINT (74.11130277777777 28.189008333333334)
LKA,N28-11-20.43,E074-06-40.69,NAV,VIDF-UAC,POINT (74.11130277777777 28.189008333333334)
LKA,N28-11-20.43,E074-06-40.69,NAV,VIDF-UD3,POINT (74.11130277777777 28.189008333333334)
LKH,N11-45-14.93,E108-21-18.70,NAV,XVCL,POINT (108.35519444444444 11.754147222222223)
LKH,N11-45-14.93,E108-21-18.70,NAV,VVHM,POINT (108.35519444444444 11.754147222222223)
LKH,N11-45-14.93,E108-21-18.70,NAV,VVHM-A,POINT (108.35519444444444 11.754147222222223)
LKH,N11-45-14.93,E108-21-18.70,NAV,VVHM-2,POINT (108.35519444444444 11.754147222222223)
LKH,N11-45-14.93,E108-21-18.70,NAV,VVHM-5,POINT (108.35519444444444 11.754147222222223)
LKH,N11-45-14.93,E108-21-18.70,NAV,VVHM-6,POINT (108.35519444444444 11.754147222222223)
LKN,N26-45-31.03,E080-53-39.97,NAV,VIDF,POINT (80.89443611111112 26.758619444444445)
LKN,N26-45-31.03,E080-53-39.97,NAV,VIDF-UAC,POINT (80.89443611111112 26.758619444444445)
LKN,N26-45-31.03,E080-53-39.97,NAV,VIDF-UD1,POINT (80.89443611111112 26.758619444444445)
LKN,N26-45-31.03,E080-53-39.97,NAV,VILK,POINT (80.89443611111112 26.758619444444445)
LKN,N64-53-32.02,E045-43-34.99,NAV,ULLL,POINT (45.72638611111111 64.89222777777779)
LKN,N64-53-32.02,E045-43-34.99,NAV,ULLL-AM,POINT (45.72638611111111 64.89222777777779)
LKN,N64-53-32.02,E045-43-34.99,NAV,ULLL-AR,POINT (45.72638611111111 64.89222777777779)
LKO,N29-54-24.02,E113-41-30.02,NAV,ZGGG,POINT (113.69167222222222 29.90667222222222)
LKO,N29-54-24.02,E113-41-30.02,NAV,ZGZU,POINT (113.69167222222222 29.90667222222222)
LKO,N29-54-24.02,E113-41-30.02,NAV,ZHHH,POINT (113.69167222222222 29.90667222222222)
LKO,N29-54-24.02,E113-41-30.02,NAV,ZHWH,POINT (113.69167222222222 29.90667222222222)
LKT,N45-01-16.71,W114-05-03.27,NAV,KZLC,POINT (-114.08424166666666 45.02130833333333)
LKV,N42-29-34.23,W120-30-25.57,NAV,KZSE,POINT (-120.50710277777777 42.49284166666667)
LLA,N29-39-47.57,W092-22-25.13,NAV,KZHU,POINT (-92.37364722222222 29.663213888888887)
LLC,N40-07-30.96,W118-34-39.31,NAV,KZOA,POINT (-118.5775861111111 40.12526666666667)
LLC,N28-04-05.99,E112-12-29.97,NAV,ZGGG,POINT (112.208325 28.068330555555555)
LLC,N28-04-05.99,E112-12-29.97,NAV,ZGHA,POINT (112.208325 28.068330555555555)
LLC,N28-04-05.99,E112-12-29.97,NAV,ZGZU,POINT (112.208325 28.068330555555555)
LLP,N23-49-49.43,E092-37-24.83,NAV,VECF,POINT (92.62356388888888 23.83039722222222)
LLP,N23-49-49.43,E092-37-24.83,NAV,VECF-UAC,POINT (92.62356388888888 23.83039722222222)
LLP,N23-49-49.43,E092-37-24.83,NAV,VECF-UGT,POINT (92.62356388888888 23.83039722222222)
LLP,N23-49-49.43,E092-37-24.83,NAV,VEGF,POINT (92.62356388888888 23.83039722222222)
LM,S22-14-05.37,E114-05-39.19,NAV,YOLW,POINT (114.09421944444443 -22.234825)
LM,N38-47-02.21,W027-06-15.79,NAV,LPPO,POINT (-27.10438611111111 38.78394722222222)
LM,N38-47-02.21,W027-06-15.79,NAV,LPPO-TMA,POINT (-27.10438611111111 38.78394722222222)
LM,N06-11-02.69,E001-16-07.57,NAV,DGAC,POINT (1.2687694444444444 6.184080555555556)
LMA,N51-22-15.28,E006-23-41.72,NDB,EDGG,POINT (6.394922222222223 51.37091111111111)
LMA,N51-22-15.28,E006-23-41.72,NDB,EDGG-N,POINT (6.394922222222223 51.37091111111111)
LMA,N51-22-15.28,E006-23-41.72,NDB,EDGG-KL,POINT (6.394922222222223 51.37091111111111)
LMA,N51-22-15.28,E006-23-41.72,NDB,EDXX,POINT (6.394922222222223 51.37091111111111)
LMB,N43-28-00.00,W000-01-06.28,NAV,LFBB,POINT (-0.0184111111111111 43.46666666666667)
LMB,N43-28-00.00,W000-01-06.28,NAV,LFBB-US,POINT (-0.0184111111111111 43.46666666666667)
LMB,N43-28-00.00,W000-01-06.28,NAV,LFBB-Z,POINT (-0.0184111111111111 43.46666666666667)
